time,queue
0.0,65764640.0
1.0,165078688.0
2.0,297930784.0
3.0,422427040.0
4.0,504865568.0
5.0,530582688.0
6.0,547943968.0
7.0,573710240.0
8.0,580602144.0
9.0,597963424.0
10.0,615291936.0
11.0,622175648.0
12.0,639561504.0
13.0,656857248.0
14.0,663749152.0
15.0,689515424.0
16.0,706909472.0
17.0,732626592.0
18.0,731097120.0
19.0,748474784.0
20.0,774159136.0
21.0,772662432.0
22.0,790007328.0
23.0,807335840.0
24.0,833102112.0
25.0,839994016.0
26.0,848901152.0
27.0,855784864.0
28.0,873170720.0
29.0,898855072.0
30.0,897358368.0
31.0,914736032.0
32.0,940485920.0
33.0,938907296.0
34.0,928907296.0
35.0,918907296.0
36.0,908923680.0
37.0,917814432.0
38.0,916203040.0
39.0,906301344.0
40.0,896301344.0
41.0,894689952.0
42.0,884689952.0
43.0,874706336.0
44.0,883597088.0
45.0,882051232.0
46.0,872084000.0
47.0,870480800.0
48.0,887801120.0
49.0,886271648.0
50.0,895162400.0
51.0,893649312.0
52.0,883649312.0
53.0,873649312.0
54.0,863649312.0
55.0,862037920.0
56.0,852037920.0
57.0,842054304.0
58.0,850928672.0
59.0,849333664.0
60.0,839431968.0
61.0,829431968.0
62.0,819431968.0
63.0,817820576.0
64.0,807820576.0
65.0,797836960.0
66.0,787836960.0
67.0,777836960.0
68.0,786711328.0
69.0,776727712.0
70.0,775214624.0
71.0,765214624.0
72.0,755214624.0
73.0,753603232.0
74.0,743603232.0
75.0,733619616.0
76.0,742510368.0
77.0,740997280.0
78.0,739385888.0
79.0,729402272.0
80.0,719402272.0
81.0,728293024.0
82.0,718293024.0
83.0,716747168.0
84.0,715168544.0
85.0,705168544.0
86.0,695184928.0
87.0,704059296.0
88.0,694075680.0
89.0,684075680.0
90.0,682464288.0
91.0,680951200.0
92.0,670951200.0
93.0,660967584.0
94.0,669841952.0
95.0,659858336.0
96.0,649858336.0
97.0,648246944.0
98.0,638345248.0
99.0,636733856.0
100.0,626750240.0
101.0,616750240.0
102.0,625640992.0
103.0,615640992.0
104.0,614095136.0
105.0,612516512.0
106.0,602516512.0
107.0,592532896.0
108.0,601407264.0
109.0,591423648.0
110.0,581423648.0
111.0,579877792.0
112.0,578299168.0
113.0,568299168.0
114.0,558315552.0
115.0,567189920.0
116.0,557206304.0
117.0,547206304.0
118.0,545627680.0
119.0,544081824.0
120.0,534081824.0
121.0,524098208.0
122.0,532972576.0
123.0,522988960.0
124.0,512988960.0
125.0,511410336.0
126.0,509864480.0
127.0,499864480.0
128.0,489880864.0
129.0,498755232.0
130.0,488771616.0
131.0,478771616.0
132.0,477225760.0
133.0,484068512.0
134.0,482457120.0
135.0,472465312.0
136.0,462473504.0
137.0,471347872.0
138.0,461364256.0
139.0,455574944.0
140.0,445591328.0
141.0,437704864.0
142.0,427704864.0
143.0,417708960.0
144.0,412431648.0
145.0,402431648.0
146.0,394536992.0
147.0,384586144.0
148.0,376683296.0
149.0,366683296.0
150.0,356691488.0
151.0,346691488.0
152.0,341410080.0
153.0,333515424.0
154.0,323564576.0
155.0,315661728.0
156.0,305661728.0
157.0,295669920.0
158.0,290388512.0
159.0,280396704.0
160.0,272526624.0
161.0,264640160.0
162.0,254640160.0
163.0,244648352.0
164.0,234648352.0
165.0,229375136.0
166.0,219375136.0
167.0,211521440.0
168.0,203618592.0
169.0,193618592.0
170.0,183626784.0
171.0,178345376.0
172.0,168353568.0
173.0,158353568.0
174.0,150499872.0
175.0,142597024.0
176.0,132605216.0
177.0,122605216.0
178.0,117332000.0
179.0,107332000.0
180.0,99461920.0
181.0,91575456.0
182.0,81575456.0
183.0,71583648.0
184.0,66302240.0
185.0,56310432.0
186.0,48407584.0
187.0,38440352.0
188.0,30553888.0
189.0,20553888.0
190.0,10562080.0
191.0,5288864.0
192.0,0.0
193.0,2129920.0
194.0,16384.0
195.0,2097152.0
196.0,0.0
197.0,4726784.0
198.0,8192.0
199.0,2129920.0
200.0,16384.0
201.0,0.0
202.0,2097152.0
203.0,8192.0
204.0,4718592.0
205.0,8192.0
206.0,2146304.0
207.0,0.0
208.0,0.0
209.0,2097152.0
210.0,8192.0
211.0,4726784.0
212.0,2129920.0
213.0,16384.0
214.0,0.0
215.0,2097152.0
216.0,4096.0
217.0,4722688.0
218.0,2105344.0
219.0,32768.0
220.0,16384.0
221.0,2097152.0
222.0,0.0
223.0,8192.0
224.0,4726784.0
225.0,2113536.0
226.0,32768.0
227.0,2097152.0
228.0,0.0
229.0,0.0
230.0,8192.0
231.0,4726784.0
232.0,2146304.0
233.0,0.0
234.0,2097152.0
235.0,0.0
236.0,0.0
237.0,4726784.0
238.0,8192.0
239.0,2146304.0
240.0,2097152.0
241.0,0.0
242.0,0.0
243.0,0.0
244.0,4734976.0
245.0,2097152.0
246.0,2146304.0
247.0,0.0
248.0,0.0
249.0,0.0
250.0,0.0
251.0,4734976.0
252.0,2129920.0
253.0,2113536.0
254.0,0.0
255.0,0.0
256.0,4096.0
257.0,4096.0
258.0,4726784.0
259.0,2146304.0
260.0,2097152.0
261.0,0.0
262.0,0.0
263.0,8192.0
264.0,0.0
265.0,6823936.0
266.0,49152.0
267.0,2097152.0
268.0,0.0
269.0,8192.0
270.0,0.0
271.0,4718592.0
272.0,2138112.0
273.0,16384.0
274.0,2097152.0
275.0,0.0
276.0,8192.0
277.0,4718592.0
278.0,4096.0
279.0,2150400.0
280.0,2097152.0
281.0,0.0
282.0,8192.0
283.0,0.0
284.0,4726784.0
285.0,0.0
286.0,2146304.0
287.0,2097152.0
288.0,8192.0
289.0,0.0
290.0,4718592.0
291.0,8192.0
292.0,2097152.0
293.0,65536.0
294.0,6291456.0
295.0,0.0
296.0,8192.0
297.0,0.0
298.0,4726784.0
299.0,1048576.0
300.0,16384.0
301.0,8192.0
302.0,524288.0
303.0,0.0
304.0,4096.0
305.0,1179648.0
306.0,2048.0
307.0,542720.0
308.0,8192.0
309.0,524288.0
310.0,0.0
311.0,4096.0
312.0,1179648.0
313.0,2048.0
314.0,550912.0
315.0,532480.0
316.0,524288.0
317.0,0.0
318.0,4096.0
319.0,0.0
320.0,1179648.0
321.0,0.0
322.0,135168.0
323.0,4096.0
324.0,0.0
